"orderId","category","mainDish","pairedDish","session","taste","budget","groupSize"
412,"lunch","Dalma","Rice & Saga Bhaja","Online","Savory","Medium","Family Pack"
413,"snacks","Aloo Chop","None","Dine-in","Mild","Medium",1
414,"drinks","Black Coffee","None","Takeaway","Mild","Low",1
415,"lunch","Saga Bhaja","None","Online","Sweet","Low",4
416,"snacks","Chhena Gaja","None","Dine-in","Sweet","High",2
417,"breakfast","Bara","None","Dine-in","Mild","Low",4
418,"breakfast","Dalma","Rice & Saga Bhaja","Dine-in","Spicy","Medium","Family Pack"
419,"snacks","Poda Pitha","Tea","Takeaway","Savory","Low",6
420,"lunch","Chingudi Jhola","None","Takeaway","Spicy","Medium",6
421,"dinner","Chuna Machha Tarkari","None","Dine-in","Mild","High",2
422,"drinks","Buttermilk","None","Online","Mild","High","Family Pack"
423,"dinner","Mati Handi Mutton","None","Dine-in","Savory","Medium",4
424,"dinner","Mati Handi Mutton","None","Dine-in","Spicy","Low",1
425,"dinner","Chuna Machha Tarkari","None","Takeaway","Spicy","Low",6
426,"snacks","Chhena Gaja","None","Takeaway","Spicy","Low",1
427,"dinner","Dahi Baigana","None","Takeaway","Sweet","Low",1
428,"snacks","Dahibara Aludum","Gupchup","Online","Spicy","Low",1
429,"dinner","Dahi Baigana","None","Online","Sweet","Low",2
430,"snacks","Poda Pitha","Tea","Online","Mild","Medium",2
431,"breakfast","Pakhala Bhata","Badi Chura","Online","Savory","Medium",6
432,"dinner","Mutton Kassa","Khaja","Dine-in","Savory","Medium","Family Pack"
433,"drinks","Buttermilk","None","Online","Sweet","High","Family Pack"
434,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Savory","High",1
435,"breakfast","Bara","None","Takeaway","Savory","Medium",1
436,"drinks","Palm Juice","None","Takeaway","Sweet","Medium","Family Pack"
437,"lunch","Chingudi Jhola","None","Dine-in","Sweet","Medium",4
438,"lunch","Mansa Tarkari","None","Dine-in","Mild","Low",6
439,"snacks","Aloo Chop","None","Takeaway","Savory","Medium",6
440,"dinner","Khaja","None","Dine-in","Sweet","High","Family Pack"
441,"snacks","Poda Pitha","Tea","Dine-in","Spicy","Low",1
442,"dinner","Khaja","None","Takeaway","Sweet","High","Family Pack"
443,"dinner","Khaja","None","Dine-in","Savory","Medium","Family Pack"
444,"snacks","Chhena Gaja","None","Online","Sweet","Low",6
445,"breakfast","Pakhala Bhata","Badi Chura","Dine-in","Savory","High",1
446,"drinks","Lassi","None","Online","Savory","Low",6
447,"drinks","Tea","None","Takeaway","Sweet","High","Family Pack"
448,"lunch","Macha Besara","Chingudi Jhola","Online","Mild","Medium","Family Pack"
449,"dinner","Dahi Baigana","None","Takeaway","Savory","Low",2
450,"dinner","Chuna Machha Tarkari","None","Dine-in","Mild","Medium",6
451,"breakfast","Dalma","Rice & Saga Bhaja","Dine-in","Savory","Low",1
452,"breakfast","Pakhala Bhata","Badi Chura","Takeaway","Savory","High",6
453,"drinks","Lassi","None","Takeaway","Spicy","Low",6
454,"lunch","Chingudi Jhola","None","Takeaway","Sweet","Low",4
455,"dinner","Chuna Machha Tarkari","None","Online","Sweet","Low","Family Pack"
456,"lunch","Saga Bhaja","None","Online","Sweet","High",1
457,"drinks","Lassi","None","Dine-in","Savory","High",1
458,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Sweet","High","Family Pack"
459,"drinks","Black Coffee","None","Online","Mild","Medium",1
460,"drinks","Black Coffee","None","Online","Spicy","High",4
461,"dinner","Mutton Kassa","Khaja","Online","Spicy","Low",2
462,"lunch","Chingudi Jhola","None","Online","Savory","Low",1
463,"snacks","Poda Pitha","Tea","Takeaway","Mild","Low",2
464,"snacks","Chhena Gaja","None","Dine-in","Savory","Low",4
465,"lunch","Macha Besara","Chingudi Jhola","Online","Spicy","High",1
466,"drinks","Lassi","None","Online","Sweet","High",4
467,"lunch","Santula","None","Online","Spicy","Medium",6
468,"breakfast","Chhena Poda","None","Online","Spicy","Medium",6
469,"dinner","Khaja","None","Takeaway","Sweet","Low","Family Pack"
470,"drinks","Black Coffee","None","Online","Spicy","High",4
471,"lunch","Mansa Tarkari","None","Online","Sweet","Low","Family Pack"
472,"breakfast","Chhena Poda","None","Dine-in","Sweet","Medium",6
473,"drinks","Lassi","None","Online","Sweet","High",2
474,"dinner","Mutton Kassa","Khaja","Online","Mild","Low",1
475,"snacks","Dahibara Aludum","Gupchup","Takeaway","Spicy","High",2
476,"lunch","Chingudi Jhola","None","Takeaway","Mild","Low",1
477,"dinner","Dahi Baigana","None","Online","Savory","High",2
478,"lunch","Chingudi Jhola","None","Online","Savory","Medium",1
479,"lunch","Saga Bhaja","None","Takeaway","Sweet","High",6
480,"snacks","Dahibara Aludum","Gupchup","Takeaway","Mild","Low","Family Pack"
481,"drinks","Black Coffee","None","Online","Savory","Low",4
482,"snacks","Poda Pitha","Tea","Dine-in","Sweet","Medium",6
483,"snacks","Aloo Chop","None","Takeaway","Savory","High",6
484,"drinks","Lassi","None","Online","Sweet","Medium",1
485,"breakfast","Kanika","Chhena Poda","Dine-in","Spicy","Medium",6
486,"lunch","Santula","None","Dine-in","Sweet","High",2
487,"snacks","Poda Pitha","Tea","Takeaway","Mild","Medium",1
488,"lunch","Chingudi Jhola","None","Dine-in","Sweet","Low",2
489,"breakfast","Chhena Poda","None","Online","Mild","Low",1
490,"lunch","Santula","None","Dine-in","Sweet","Medium",2
491,"lunch","Chingudi Jhola","None","Online","Savory","Medium",6
492,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Spicy","Low",2
493,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Sweet","High",2
494,"drinks","Tea","None","Online","Spicy","Medium",6
495,"breakfast","Kanika","Chhena Poda","Dine-in","Mild","High",2
496,"drinks","Tea","None","Takeaway","Savory","High",4
497,"drinks","Lassi","None","Takeaway","Sweet","Low",6
498,"drinks","Black Coffee","None","Dine-in","Mild","Low",2
499,"breakfast","Pakhala Bhata","Badi Chura","Online","Savory","High",2
500,"snacks","Poda Pitha","Tea","Takeaway","Sweet","Low","Family Pack"
501,"dinner","Khaja","None","Dine-in","Savory","Low",2
502,"drinks","Black Coffee","None","Dine-in","Savory","High","Family Pack"
503,"dinner","Khaja","None","Dine-in","Mild","Low",4
504,"breakfast","Kanika","Chhena Poda","Takeaway","Spicy","Medium",2
505,"drinks","Buttermilk","None","Online","Sweet","Low",1
506,"lunch","Mansa Tarkari","None","Online","Spicy","Low","Family Pack"
507,"snacks","Dahibara Aludum","Gupchup","Online","Spicy","High",2
508,"lunch","Mansa Tarkari","None","Online","Savory","Medium",4
509,"lunch","Mansa Tarkari","None","Online","Sweet","High","Family Pack"
510,"snacks","Ghugni Chat","None","Online","Sweet","High",2
511,"dinner","Alu Dum","None","Takeaway","Spicy","High","Family Pack"
512,"dinner","Chuna Machha Tarkari","None","Online","Spicy","High",4
513,"dinner","Mutton Kassa","Khaja","Dine-in","Sweet","High",6
514,"breakfast","Bara","None","Takeaway","Savory","High",1
515,"snacks","Ghugni Chat","None","Takeaway","Sweet","Low",1
516,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Sweet","High",4
517,"lunch","Saga Bhaja","None","Takeaway","Sweet","High",6
518,"lunch","Saga Bhaja","None","Takeaway","Spicy","High",4
519,"snacks","Dahibara Aludum","Gupchup","Online","Mild","High",2
520,"dinner","Chuna Machha Tarkari","None","Online","Savory","Medium","Family Pack"
521,"snacks","Chhena Gaja","None","Takeaway","Sweet","Low",4
522,"lunch","Mansa Tarkari","None","Online","Spicy","Medium","Family Pack"
523,"breakfast","Pakhala Bhata","Badi Chura","Online","Sweet","Medium","Family Pack"
524,"breakfast","Kanika","Chhena Poda","Takeaway","Spicy","Medium",2
525,"breakfast","Kanika","Chhena Poda","Dine-in","Savory","Medium",4
526,"breakfast","Chhena Poda","None","Dine-in","Spicy","High",6
527,"lunch","Santula","None","Online","Savory","Low",6
528,"dinner","Chuna Machha Tarkari","None","Online","Spicy","Medium",6
529,"snacks","Ghugni Chat","None","Online","Savory","Medium",2
530,"drinks","Buttermilk","None","Dine-in","Sweet","High",1
531,"drinks","Palm Juice","None","Takeaway","Spicy","Medium",1
532,"snacks","Poda Pitha","Tea","Dine-in","Sweet","High",4
533,"drinks","Lassi","None","Dine-in","Spicy","High",1
534,"dinner","Mati Handi Mutton","None","Takeaway","Spicy","Medium","Family Pack"
535,"snacks","Ghugni Chat","None","Takeaway","Savory","Medium",2
536,"drinks","Lassi","None","Dine-in","Mild","Low",2
537,"breakfast","Kanika","Chhena Poda","Takeaway","Mild","Low","Family Pack"
538,"lunch","Saga Bhaja","None","Dine-in","Sweet","Low",2
539,"snacks","Dahibara Aludum","Gupchup","Online","Mild","Low",2
540,"dinner","Alu Dum","None","Dine-in","Savory","High",6
541,"drinks","Tea","None","Takeaway","Spicy","High",1
542,"dinner","Khaja","None","Dine-in","Spicy","Low",2
543,"breakfast","Dalma","Rice & Saga Bhaja","Online","Savory","High",2
544,"dinner","Mutton Kassa","Khaja","Takeaway","Sweet","Medium",1
545,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Spicy","High",4
546,"drinks","Tea","None","Online","Sweet","Low",2
547,"breakfast","Pakhala Bhata","Badi Chura","Takeaway","Savory","Low",2
548,"dinner","Dahi Baigana","None","Takeaway","Spicy","Low",1
549,"dinner","Mutton Kassa","Khaja","Online","Savory","Low",1
550,"breakfast","Ghugni","Piaji","Online","Savory","High",6
551,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Spicy","Low","Family Pack"
552,"snacks","Aloo Chop","None","Dine-in","Spicy","High",2
553,"dinner","Chuna Machha Tarkari","None","Online","Sweet","High",2
554,"snacks","Dahibara Aludum","Gupchup","Online","Spicy","Low",2
555,"breakfast","Ghugni","Piaji","Online","Savory","Medium",1
556,"lunch","Saga Bhaja","None","Online","Mild","High",6
557,"dinner","Dahi Baigana","None","Online","Sweet","Low","Family Pack"
558,"drinks","Buttermilk","None","Online","Mild","Medium",2
559,"breakfast","Pakhala Bhata","Badi Chura","Online","Mild","Low",2
560,"dinner","Mutton Kassa","Khaja","Takeaway","Savory","High",2
561,"dinner","Mutton Kassa","Khaja","Online","Sweet","Low",6
562,"snacks","Aloo Chop","None","Online","Savory","High","Family Pack"
563,"drinks","Black Coffee","None","Takeaway","Savory","High",4
564,"lunch","Santula","None","Dine-in","Sweet","Medium",1
565,"dinner","Mati Handi Mutton","None","Dine-in","Savory","Low",4
566,"dinner","Mutton Kassa","Khaja","Takeaway","Mild","Medium",6
567,"drinks","Black Coffee","None","Online","Sweet","High",4
568,"drinks","Black Coffee","None","Online","Spicy","Low",1
569,"snacks","Chhena Gaja","None","Takeaway","Sweet","Low",4
570,"drinks","Tea","None","Dine-in","Mild","High",1
571,"snacks","Poda Pitha","Tea","Online","Sweet","High",2
572,"breakfast","Chhena Poda","None","Dine-in","Spicy","Medium",1
573,"drinks","Black Coffee","None","Dine-in","Savory","Medium",6
574,"snacks","Dahibara Aludum","Gupchup","Takeaway","Sweet","High",6
575,"drinks","Palm Juice","None","Takeaway","Savory","High",4
576,"lunch","Saga Bhaja","None","Online","Spicy","Medium","Family Pack"
577,"dinner","Chuna Machha Tarkari","None","Online","Spicy","Medium",4
578,"lunch","Santula","None","Online","Savory","Low",4
579,"dinner","Mati Handi Mutton","None","Online","Savory","Low","Family Pack"
580,"lunch","Mansa Tarkari","None","Online","Spicy","Low",6
581,"dinner","Dahi Baigana","None","Takeaway","Sweet","Low","Family Pack"
582,"dinner","Alu Dum","None","Takeaway","Mild","Medium",2
583,"snacks","Poda Pitha","Tea","Online","Spicy","High","Family Pack"
584,"lunch","Chingudi Jhola","None","Dine-in","Spicy","Medium",4
585,"snacks","Poda Pitha","Tea","Dine-in","Sweet","Medium",2
586,"drinks","Palm Juice","None","Takeaway","Sweet","High",2
587,"snacks","Poda Pitha","Tea","Takeaway","Spicy","Medium",2
588,"breakfast","Pakhala Bhata","Badi Chura","Takeaway","Spicy","High",2
589,"drinks","Black Coffee","None","Takeaway","Mild","Medium",6
590,"breakfast","Pakhala Bhata","Badi Chura","Online","Spicy","High",4
591,"breakfast","Kanika","Chhena Poda","Takeaway","Mild","High",1
592,"drinks","Buttermilk","None","Dine-in","Sweet","High",2
593,"drinks","Tea","None","Dine-in","Savory","Low",4
594,"lunch","Santula","None","Dine-in","Spicy","Low",4
595,"drinks","Lassi","None","Takeaway","Mild","Medium",6
596,"lunch","Macha Besara","Chingudi Jhola","Online","Spicy","Medium","Family Pack"
597,"snacks","Chhena Gaja","None","Takeaway","Spicy","High",1
598,"drinks","Buttermilk","None","Online","Spicy","Low",4
599,"drinks","Palm Juice","None","Takeaway","Spicy","Medium",4
600,"snacks","Ghugni Chat","None","Takeaway","Mild","Low",6
601,"snacks","Ghugni Chat","None","Online","Savory","Low",1
602,"drinks","Tea","None","Takeaway","Sweet","Low",4
603,"snacks","Dahibara Aludum","Gupchup","Takeaway","Mild","High",2
604,"lunch","Macha Besara","Chingudi Jhola","Takeaway","Sweet","High",6
605,"lunch","Santula","None","Dine-in","Savory","Low",2
606,"dinner","Dahi Baigana","None","Online","Sweet","Medium",1
607,"dinner","Mati Handi Mutton","None","Online","Sweet","Low",2
608,"snacks","Dahibara Aludum","Gupchup","Online","Mild","Low",1
609,"breakfast","Dalma","Rice & Saga Bhaja","Takeaway","Mild","Medium",2
610,"breakfast","Ghugni","Piaji","Takeaway","Mild","Low",2
611,"snacks","Poda Pitha","Tea","Online","Savory","Medium",2
612,"lunch","Mansa Tarkari","None","Online","Sweet","High",2
613,"breakfast","Dalma","Rice & Saga Bhaja","Online","Sweet","Medium","Family Pack"
614,"breakfast","Bara","None","Dine-in","Mild","Low",4
615,"lunch","Santula","None","Takeaway","Savory","Low",2
616,"lunch","Chingudi Jhola","None","Takeaway","Sweet","Medium",4
617,"dinner","Alu Dum","None","Online","Spicy","High",6
618,"drinks","Tea","None","Online","Spicy","High",4
619,"lunch","Dalma","Rice & Saga Bhaja","Online","Mild","Medium",1
620,"snacks","Poda Pitha","Tea","Takeaway","Savory","Medium",2
621,"lunch","Santula","None","Takeaway","Sweet","Low",2
622,"dinner","Chuna Machha Tarkari","None","Online","Spicy","Low",1
623,"dinner","Mati Handi Mutton","None","Online","Mild","Low","Family Pack"
624,"drinks","Lassi","None","Dine-in","Savory","High",2
625,"dinner","Chuna Machha Tarkari","None","Dine-in","Sweet","High","Family Pack"
626,"dinner","Chuna Machha Tarkari","None","Online","Spicy","Medium",6
627,"snacks","Chhena Gaja","None","Dine-in","Savory","High",4
628,"snacks","Aloo Chop","None","Dine-in","Sweet","Medium",4
629,"breakfast","Ghugni","Piaji","Online","Savory","Medium",1
630,"lunch","Saga Bhaja","None","Online","Sweet","Low","Family Pack"
631,"lunch","Santula","None","Dine-in","Spicy","High",4
632,"lunch","Dalma","Rice & Saga Bhaja","Online","Mild","High",2
633,"lunch","Saga Bhaja","None","Dine-in","Savory","Medium",4
634,"breakfast","Bara","None","Takeaway","Savory","Medium",2
635,"breakfast","Dalma","Rice & Saga Bhaja","Dine-in","Mild","High",4
636,"breakfast","Bara","None","Online","Spicy","Medium",4
637,"drinks","Black Coffee","None","Online","Sweet","Low","Family Pack"
638,"drinks","Black Coffee","None","Dine-in","Sweet","Medium",1
639,"snacks","Poda Pitha","Tea","Takeaway","Mild","Medium",4
640,"snacks","Dahibara Aludum","Gupchup","Takeaway","Savory","Low",6
641,"lunch","Santula","None","Takeaway","Mild","Low",1
642,"lunch","Macha Besara","Chingudi Jhola","Dine-in","Mild","Medium","Family Pack"
643,"lunch","Chingudi Jhola","None","Dine-in","Sweet","Medium",2
644,"lunch","Dalma","Rice & Saga Bhaja","Dine-in","Sweet","Low",6
645,"drinks","Buttermilk","None","Dine-in","Savory","Medium",1
646,"dinner","Mati Handi Mutton","None","Dine-in","Spicy","Low",6
647,"lunch","Santula","None","Takeaway","Spicy","Low","Family Pack"
648,"breakfast","Ghugni","Piaji","Dine-in","Savory","High","Family Pack"
649,"lunch","Mansa Tarkari","None","Online","Sweet","High",6
650,"drinks","Tea","None","Online","Mild","Low",1
651,"breakfast","Dalma","Rice & Saga Bhaja","Online","Spicy","Low",2
652,"snacks","Dahibara Aludum","Gupchup","Online","Spicy","Medium",4
653,"drinks","Buttermilk","None","Online","Savory","High",6
654,"lunch","Dalma","Rice & Saga Bhaja","Dine-in","Savory","High",2
655,"lunch","Mansa Tarkari","None","Online","Mild","Low",6
656,"dinner","Mati Handi Mutton","None","Dine-in","Mild","Low",1
657,"lunch","Saga Bhaja","None","Online","Spicy","Medium",1
658,"breakfast","Bara","None","Takeaway","Mild","Medium",4
659,"dinner","Chuna Machha Tarkari","None","Takeaway","Mild","Low",6
660,"breakfast","Kanika","Chhena Poda","Takeaway","Savory","Low",2
661,"lunch","Saga Bhaja","None","Takeaway","Mild","Medium",2
662,"breakfast","Ghugni","Piaji","Online","Mild","High","Family Pack"
663,"lunch","Saga Bhaja","None","Takeaway","Sweet","Low",6
664,"breakfast","Kanika","Chhena Poda","Online","Spicy","Low",4
665,"lunch","Dalma","Rice & Saga Bhaja","Dine-in","Mild","Medium",6
666,"lunch","Santula","None","Online","Savory","High","Family Pack"
667,"breakfast","Ghugni","Piaji","Online","Mild","High",1
668,"snacks","Dahibara Aludum","Gupchup","Online","Savory","High",4
669,"lunch","Chingudi Jhola","None","Online","Sweet","High",1
670,"dinner","Mati Handi Mutton","None","Takeaway","Sweet","High",1
671,"breakfast","Kanika","Chhena Poda","Takeaway","Mild","Medium",4
672,"drinks","Buttermilk","None","Takeaway","Sweet","Low",1
673,"lunch","Santula","None","Takeaway","Mild","High",1
674,"drinks","Buttermilk","None","Dine-in","Mild","High",4
675,"dinner","Khaja","None","Takeaway","Savory","Low",2
676,"dinner","Mutton Kassa","Khaja","Online","Savory","High",2
677,"dinner","Chuna Machha Tarkari","None","Online","Savory","High",2
678,"breakfast","Kanika","Chhena Poda","Takeaway","Sweet","High",4
679,"lunch","Saga Bhaja","None","Dine-in","Spicy","Low","Family Pack"
680,"lunch","Dalma","Rice & Saga Bhaja","Takeaway","Spicy","High",1
681,"drinks","Tea","None","Online","Sweet","Medium",6
682,"snacks","Ghugni Chat","None","Online","Spicy","Medium",1
683,"lunch","Chingudi Jhola","None","Takeaway","Mild","Low",6
684,"breakfast","Kanika","Chhena Poda","Takeaway","Savory","High",4
685,"drinks","Palm Juice","None","Takeaway","Sweet","Medium",6
686,"dinner","Alu Dum","None","Online","Spicy","Low",6
687,"drinks","Black Coffee","None","Dine-in","Mild","Low",6
688,"dinner","Mutton Kassa","Khaja","Dine-in","Sweet","Medium",2
689,"breakfast","Bara","None","Takeaway","Savory","Medium",4
690,"breakfast","Pakhala Bhata","Badi Chura","Online","Spicy","High",1
691,"lunch","Saga Bhaja","None","Dine-in","Savory","Low",1
692,"drinks","Tea","None","Dine-in","Savory","Low",6
693,"dinner","Alu Dum","None","Dine-in","Savory","Low",6
694,"lunch","Mansa Tarkari","None","Dine-in","Spicy","Medium",4
695,"breakfast","Ghugni","Piaji","Dine-in","Sweet","Medium",4
696,"lunch","Santula","None","Dine-in","Mild","High",4
697,"breakfast","Dalma","Rice & Saga Bhaja","Online","Sweet","Low",4
698,"snacks","Ghugni Chat","None","Takeaway","Mild","Low",6
699,"drinks","Black Coffee","None","Dine-in","Mild","Medium",4
700,"drinks","Black Coffee","None","Dine-in","Sweet","High",6
